"Datenbank","Identifier (0)","Klassifikation (50)","Klassifikation (50.1)","Klassifikation (50.3)","Klassifikation (50.4)","Verfasser (100)","Verfasser (100.1)","Verfasser (100.2)","Verfasser (100.3)","Sonstige Personen (101)","Sonstige Personen (101.1)","Sonstige Personen (101.2)","Sonstige Personen (101.3)","Institution (110)","Institution (110.1)","Institution (110.2)","Institution (110.3)","Sonstige Institutionen (112.1)","Titel (200)","Titel (200.1)","Titel (200.2)","Verfasserangabe (245)","Verfasserangabe (245.1)","Ausgabe (250)","Ausgabe (250.1)","Ausgabe (250.2)","Ausgabe (250.3)","Ort (260)","Ort (260.1)","Ort (260.2)","Ort (260.3)","Verlag (270)","Verlag (270.1)","Verlag (270.2)","Verlag (270.3)","Erscheinungsjahr (280)","Erscheinungsjahr (280.1)","Erscheinungsjahr (280.2)","Umfang (300)","Umfang (300.1)","Serie/ Reihe (400)","Serie/ Reihe (400.1)","Serie/ Reihe (400.2)","Serie/ Reihe (400.3)","Fußnote (500)","Fußnote (500.1)","ISBN (490)","ISBN (490.1)","ISBN (490.2)","ISBN (490.3)","ISSN (491)","ISSN (491.1)","ISSN (491.2)","ISSN (491.3)",492,492.1,492.2,492.3,"Systematik (080)","Systematik (080.1)","Schlagwort (600)","Schlagwort (600.1)","Schlagwort (600.2)","Schlagwort (600.3)","Regalstandort (852)","Regalstandort (852.1)","Regalstandort (852.2)","Regalstandort (852.3)","In- Vermerk (770)","In- Vermerk (770.1)","URL (850)","URL (850.1)","Originalsprachl. Inhalt (880)","Originalsprachl. Inhalt (880.1)"
"Stadtbibliothek Chemnitz","724092","I G 2",,,,,"Rogasch, Tim","Annika",,,,,,,,,,,,"Hanni Honigbiene",,,,,,,,,"Bad Rodach",,,,"HABA",,,,"[2016]",,"1 Spiel (1 Einleger ""Bienenstock"", 1 Ablageplan ""Honigtopf"",1 Biene, 1 Sonderwürfel [30 mm; grün; rot-blau-Blume-gelb-weiß-orange], 10 Blütenplättchen [je 2x rot, weiß, orange, hellblau, gelb], 1 Anleitung) ;",,,"Meine ersten Spiele",,,,"2 kooperative Farbwürfelspiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","724094","I G 2",,,,,"Fraga, Roberto","Fortin, Ian",,,,,,,,,,,,"Keksäää!",,,,,,,,,"Essen","[Montreal]",,,"Asmodee","Scortpion Masqué",,,"[2016]","[2016]","1 Spiel (1 Symbolwürfel [rosa, rot, blau, braun, grün, schwarz], 6 Holzteile [blau, rot, grün, weiß, braun, rosa], 39 Karten [5x Monster : grün, rosa, blau, gelb, schwarz-gelb; 34x Aufgabe: 6x Erdbeerkuchen/rot - davon 3x mit Stern,6x Schokoladenkuchen/braun - davon 3x mit Stern, 6x Donut/rosa - davon 3x mit Stern, 6x Kuchenschnitte/weiß - davon 3x mit Stern,5x Softeis/grün - davon 3x mit Stern, 5x Muffin/blau - davon 2x mit Stern], 1 Anleitung ;",,,,,,,"Suchspiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","723538","C 101",,,,,"Bösch, Holger","Skopnik, Bernhard",,,,,,,,,,,,"Black stories - 13",,,,"1. Auflage",,,,,"Kempen",,,,"Moses Verlag GmbH",,,,"[2016]","© 2016","1 Spiel (50 Karten + 1 Spielanleitung) : Illustrationen ;",,,"Black stories",,,,"Ab 2 Spielern",,"9783897778962","3897778963",,,,,,,,,,,,,"Kriminalfall","Quiz","Quizfrage",,"Kriminalfälle Black",,,,,,,,
"Stadtbibliothek Chemnitz","723540","C 101",,,,,"Schwamm, Sebastian",,,,,,,,,,,,,"Neon unnützes Quizzen",,,,,,,,,"München",,,,"arsEdition GmbH",,,,"[2016]","© 2016","1 Spiel (50 Karten + 1 Spielanleitung) : Illustrationen ;",,,"Neon",,,,,,,,,,,,,,,,,,,,"Kriminalfall","Quiz","Quizfrage",,"Kriminalfälle Neon",,,,,,"http://deposit.d-nb.de/cgi-bin/dokserv?id=f09af7b4a0d14532ad00a64848a33307&prov=M&dok_var=1&dok_ext=htm",,
"Stadtbibliothek Chemnitz","725399","A 090",,,,,"Schwamm, Sebastian",,,,,,,,,,,,,"Neon unnützes Quizzen",,,,,,,,,"München",,,,"arsEdition GmbH",,,,"[2016]","© 2016","1 Spiel (50 Karten + 1 Spielanleitung) ;",,,"Neon",,,,,,,,,,,,,,,,,,,,"Quiz","Quizfrage",,,"A 090 Neo",,,,,,,,
"Stadtbibliothek Chemnitz","733754","G 212",,,,,,,,,,,,,,,,,,"Sprachmemo - Schule, Arbeit, Freizeit",,,,,,,,,"München",,,,"Grube Media GmbH",,,,"[2016]",,"1 Spiel (108 Karten) ;",,,,,,,"Inhalt: 108 Karten (54 Paare), Spielanleitung mit Vokabelliste in dt./engl./franz./span./ital.",,,,,,,,,,,,,,,,,,,,"G 212 Spr",,,,,,,,
"Stadtbibliothek Chemnitz","733753","G 212",,,,,,,,,,,,,,,,,,"Sprachmemo - Einkaufen, Essen, Trinken",,,,,,,,,"München",,,,"Grube Media GmbH",,,,"[2016]",,"1 Spiel (108 Karten) ;",,,,,,,"Inhalt: 108 Karten (54 Paare), Spielanleitung mit Vokabelliste in dt./engl./franz./span./ital.",,,,,,,,,,,,,,,,,,,,"G 212 Spr",,,,,,,,
"Stadtbibliothek Chemnitz","733751","G 212",,,,,,,,,,,,,,,,,,"Sprachmemo - Der Mensch",,,,,,,,,"München",,,,"Grube Media GmbH",,,,"[2016]",,"1 Spiel (108 Karten) ;",,,,,,,"Inhalt: 108 Karten (54 Paare), Spielanleitung mit Vokabelliste in dt./engl./franz./span./ital.",,,,,,,,,,,,,,,,,,,,"G 212 Spr",,,,,,,,
"Stadtbibliothek Chemnitz","733756","G 212",,,,,,,,,,,,,,,,,,"Sprachmemo - Durch das Jahr",,,,,,,,,"München",,,,"Grube Media GmbH",,,,"[2016]",,"1 Spiel (108 Karten) ;",,,,,,,"Inhalt: 108 Karten (54 Paare), Spielanleitung mit Vokabelliste in dt./engl./franz./span./ital.",,,,,,,,,,,,,,,,,,,,"G 212 Spr",,,,,,,,
"Stadtbibliothek Chemnitz","733728","G 212",,,,,,,,,,,,,,,,,,"Sprachmemo - Unterwegs",,,,,,,,,"München",,,,"Grube Media GmbH",,,,"[2016]",,"1 Spiel (108 Karten) ;",,,,,,,"Inhalt: 108 Karten (54 Paare), Spielanleitung mit Vokabelliste in dt./engl./franz./span./ital.",,,,,,,,,,,,,,,,,,,,"G 212 Spr",,,,,,,,
"Stadtbibliothek Chemnitz","730389","G 212",,,,,,,,,,,,,,,,,,"Sprachmemo - Zu Hause",,,,,,,,,"München",,,,"Grube Media GmbH",,,,"[2016]",,"1 Spiel (108 Karten) ;",,,,,,,"Inhalt: 108 Karten (54 Paare), Spielanleitung mit Vokabelliste in dt./engl./franz./span./ital.",,,,,,,,,,,,,,,,,,,,"G 212 Spr",,,,,,"http://deposit.d-nb.de/cgi-bin/dokserv?id=4f0aa3b3a0ce43eeb0865296b85bc454&prov=M&dok_var=1&dok_ext=htm",,
"Stadtbibliothek Chemnitz","709293","Ter G 20.0 Sachsen",,,,,"Kohl, Peter","Stochay, Annabell",,,,,,,,,,,,"Das Sachsen-Quiz",,,,,,,,,"Cadolzburg",,,,"Ars Vivendy Verlag GmbH & Co. KG",,,,"2016",,"1 Spiel (68 Karten + 1 Spielanleitung) ;",,,,,,,,,,,,,,,,,,,,,,,"Quiz","Sachsen","Sachsen <Königreich>",,"Ter G 20.0 Sachsen Koh",,,,,,,,
"Stadtbibliothek Chemnitz","731806","I G 2",,,,,,,,,,,,,,,,,,"Lotto",,,,,,,,,"Berlin",,,,"Schmidt",,,,"[2016]",,"1 Spiel (24 Lotto-karten, 4 Ablagetafeln, 1 Anleitung) ;",,,"Meine Lieblingsspiele",,,,"Sammelspiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","731803","I G 2",,,,,"Carle, Eric",,,,,,,,,,,,,"Die kleine Raupe Nimmersatt",,,,,,,,,"Berlin",,,,"Schmidt",,,,"[2016]","© 2016","1 Spiel (28 Domino-Karten, 12 Puzzle-Kartenpaare, 32 Bildkarten, 4 Legetafeln, 1 Anleitung) ;",,,"Die Welt von Eric Carle",,,,"Sammelspiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","704877","G 212 O 521 O 834",,,,,"Schumann, Gabriele",,,,,,,,,,,,,"Wortschätzchen",,,,,,,,,"Mülheim",,,,"Verlag an der Ruhr",,,,"[2016]","© 2016","1 Spiel (180 Karten, 1 Würfel, 1 Spielfigur, 1 Spielanleitung) ;",,,,,,,"Für 1-10 Spieler geeignet",,"9783834630926","3834630926",,,,,,,,,,,,,,,,,"G 212 Schum","Erlebnis-Box",,,,,,,
"Stadtbibliothek Chemnitz","706315","I 148.3",,,,,,,,,,,,,,,,,,"Deutschlernen mit Bildern: In der Stadt",,,,"1. Aufl.",,,,,"Mülheim an der Ruhr",,,,"Verlag an der Ruhr",,,,"[2016]",,"1 Spiel (64 Karten) ;",,,"Deutschlernen mit Bildern",,,,"mit Anwendungstipps und Download im Faltkarton",,"9783834631534","3834631531",,,,,,,,,,,,,"Fremdsprache","Vokabellernen","Araber",,"I 148.3 Deu",,,,,,,,
"Stadtbibliothek Chemnitz","731804","I G 2",,,,,"Gresko, Marcia","Gaggiotti, Lucia",,,,,,,,,,,,"Shelby's Knochen mopsen",,,,,,,,,"Dietzenbach",,,,"Game Factory",,,,"[2016]",,"1 Spiel (Spielfläche im Schachtelboden, 1Sehlby, 40 Knochen, 4 Futternäpfe, 1 Doppel-Drehscheibe, 1 Spielanleitung) ;",,,,,,,"Sammelspiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","734535","Ter G 20.0 Vogtland",,,,,,,,,,,,,,,,,,"Monopoly Vogtland",,,,,,,,,"Düsseldorf",,,,"Winning Moves Deutschland GmbH",,,,"[2016]","© 2016","1 Spiel (Spielplan, 8 Spielfiguren, 28 Besitzrechtkarten, 16 Radiomeldungskarten, 16 Zeitungsmeldungskarten, 1 Satz Monopoly-Spielgeld (250 Geldscheine), 32 grüne Häuser, 12 rote Hotels, 2 Würfel, 1 Tempo-Würfel, Spielregeln) ;",,,"Vogtland",,,,"Ab 2 Spieler",,,,,,,,,,,,,,,,"Vogtland","Spiel","Spielen",,"Ter G 20.0 Vogtland Mon",,,,,,,,
"Stadtbibliothek Chemnitz","709183","II G 21",,,,,"Teubner, Marco",,,,,,,,,,,,,"Gigi Gnomo",,,,,,,,,"Günzburg",,,,"HUCH! & friends",,,,"[2016]","© 2016","1 Spiel (1 zweiteiliger Spielplan, 50 Zauberkarten, 10 Bäume 20 Schatzplättchen, 4 Ablagetafeln, 4 Spielfiguren, 3 Würfel, 1 Anleitung) ;",,,,,,,"Sammelspiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Rot Spiele Gigi",,,,,,,,
"Stadtbibliothek Chemnitz","731809","II G 21",,,,,"Shafir, Haim","Freudenreich, Oliver",,,,,,,,,,,,"Halli Galli extrem",,,,,,,,,"Dietzenbach",,,,"Amigo",,,,"[2016]",,"1 Spiel (72 Spielkarten, 1 Glocke, 1 Anleitung) ;",,,,,,,"Reaktionsspiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Rot Spiele Halli",,,,,,,,
"Stadtbibliothek Chemnitz","734538","Ter G 20.1 Chemnitz",,,,,"Linke, Grit","Wagner, Ramona","Altfuldisch, Mark",,,,,,,,,,,"Wer kennt Chemnitz",,,,,,,,,"Freiburg",,,,"Fuge Freiburg",,,,"[2016]","© 2016","1 Spiel (Spielregeln, 6 Spielpläne, 114 Stadtjetons, 4 Bildkarten, 1 Würfel, 140 Fragekarten, 6 Jokerkarten, 24 Antwortkarten, 1 Kartenhalter) ;",,,,,,,"2 - 6 Spieler oder Gruppen",,,,,,,,,,,,,,,,"Chemnitz","Quiz","Quizfrage",,"Ter G 20.1 Chemnitz Lin",,,,,,,,
"Stadtbibliothek Chemnitz","724098","I G 2",,,,,"Ménager, Sylvain","Döbner, Daniel",,,,,,,,,,,,"Rüben Rallye",,,,,,,,,"Bad Rodach",,,,"HABA",,,,"[2016]",,"1 Spiel (1 Startinsel [3-tlg.], 1 Rübeninsel [3-tlg.], 1 Farbwürfel [lila-orange-gelb-grün-rot-blau], 3 Holz-Karotten [38 x 8 mm gelb, 38 x 13 mm gelb, 52 x 18 mm orange], 4 Holz-Hasen [schwarz, braun, grau, weiß], 5 Holz-Scheiben [40 x 25 mm grau], 6 Stege [grün, blau, gelb, rot, braun, lila], 1 Anleitung) ;",,,,,,,"Schätzspiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","731808","II G 21",,,,,"Wrede, Klaus-Jürgen",,,,,,,,,,,,,"Carcassonne - Star Wars Edition Erweiterung 1",,,,,,,,,"München",,,,"Hans im Glück",,,,"[2016]","© 2016","1 Spiel (6 blaue Meeple, 1 Charakterkarte Kylo Ren, 18 Weltraumplättchen, 6 Punktekarten, 12 Ausrüstungsplättchen, 1 gelber Spezialwürfel, 1 Anleitung) ;",,,"Disney",,,,"Legespiel",,,,,,,,,,,,,,,,"!209678925!Brettspiel",,,,"Rot Spiele Carcass",,,,,,,,
"Stadtbibliothek Chemnitz","735432","A 090",,,,,"Schwamm, Sebastian",,,,,,,,,,,,,"Neon unnützes Quizzen",,,,,,,,,"München",,,,"arsEdition GmbH",,,,"[2016]","© 2016","1 Spiel (50 Karten + 1 Spielanleitung) ;",,,"Neon",,,,,,,,,,,,,,,,,,,,"Quiz","Quizfrage",,,"A 090 Neo",,,,,,"http://deposit.d-nb.de/cgi-bin/dokserv?id=ff23f6e166874913871a0b455f921bca&prov=M&dok_var=1&dok_ext=htm",,
"Stadtbibliothek Chemnitz","725196","I 217",,,,,,,,,,,,,,,,,,"Interpol ermittelt",,,,"1. Auflage",,,,,"München",,,,"Grubbe Media",,,,"[2016]","© 2016","1 Spiel (136 Spielkarten, 1 Spielanleitung) ;",,,"Interpol ermittelt",,,,"Alter: ab 12 Jahren",,"9783197495866","3197495861",,,,,,,,,,,,,,,,,"210 I 217 Int",,,,,,"http://deposit.d-nb.de/cgi-bin/dokserv?id=5898ec8d3c8148ea89bebe588eeca5ef&prov=M&dok_var=1&dok_ext=htm",,
"Stadtbibliothek Chemnitz","725628","G 212 I 148.3 III G 212",,,,,,,,,,,,,,,,,,"Deutschland entdecken",,,,"1. Auflage",,,,,"München",,,,"Grubbe Media GmbH",,,,"[2016]",,"1 Spiel ;",,,,,,,"Inhalt: 1 Spielanleitung, 1 Spielplan, 6 Spielfiguren, 6 Zielsteine, 125 Stadtkarten, 169 Reisekarten, 6 Joker",,"9783198595862","319859586X",,,,,,,,,,,,,,,,,"G 212 Deu","I 148.3 Deu","Blau Spiele Deutsch",,,,"http://deposit.d-nb.de/cgi-bin/dokserv?id=c5202ae7b74d45a2af33193a22a9bc9e&prov=M&dok_var=1&dok_ext=htm",,
"Stadtbibliothek Chemnitz","704876","G 212",,,,,,,,,,,,,,,,,,"Blütenzauber",,,,,,,,,"Mühlheim an der Ruhr",,,,"Verlag an der Ruhr",,,,"2016",,"1 Spiel (4 beidseitig bedruckte Spielbretter, 40 Spielsteine, 1 Farbwürfel, 1 Stoffsäckchen, 1 Spielanleitung) ;",,,,,,,"Für 2-4 Spieler geeignet",,"9783834630827",,,,,,,,,,,,,,,,,,"G 212 Blü","Erlebnis-Box",,,,,,,
"Stadtbibliothek Chemnitz","724083","I G 2",,,,,"Kraushaar, Sabine",,,,,,,,,,,,,"Auf, auf, kleiner Pinguin!",,,,,,,,,"Bad Rodach",,,,"HABA",,,,"[2016]","©2016","1 Spiel (3 Pinguin-Mamas, 3 Pinguin-Babys, 1 Spielplan, 2 Fische, 1 Würfel, 1Spielanleitung) ;",,,"Meine ersten Spiele",,,,"Laufspiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","724089","I G 2",,,,,"Teubner, Marco","Menzel, Michael",,,,,,,,,,,,"Stone Age Junior",,,,,,,,,"München",,,,"Hans im Glück",,,,"[2016]","© 2016","1 Spiel (1 Spielregel mit Geschichte, 1 Spielplan, 4 Siedlungen, 35 hochwertige Plättchen, 24 große Holzfiguren) ;",,,"Kinderspiel des Jahres 2016 Kritikerpreis",,,,"Sammelspiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","735589","O 834 G 212",,,,,"Jettenberger, Marion",,,,,,,,,,,,,"Erzählen Sie doch mal!",,,,,,,,,"Mühlheim an der Ruhr",,,,"Verlag an der Ruhr",,,,"[2016?]",,"1 Spiel (120 Spielkarten, 1 Farbwürfel, 1 Begleitheft) : Illustrationen ;",,,,,,,"Erscheinungsort außerhalb der Ressource ermittelt",,"9783834627964",,,,,,,,,,,,,,"Spiel",,,,"Aktivierungs-Box 2","Erlebnis-Box",,,,,,,
"Stadtbibliothek Chemnitz","734474","I G 2",,,,,"Wrede, Anja","Wieker, Katharina","Stier, Karl-Heinz",,,,,,,,,,,"Papperlapapp",,,,,,,,,"Bad Rodach",,,,"HABA",,,,"[2016]","© 2016","1 Spiel (18 Figuren aus Holz, 1 rotes Glöckchen, 1 blaue Glocke, 20 Karten, 1 Farbwürfel, 1 Stoffsäckchen, 1 CD mit Tierlauten und Geräuschen, 1 Spielanleitung) ;",,,,,,,"Spielesammlung",,,,,,,,,,,,,,,,,"Brettspiel",,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","734466","I G 2",,,,,"Hölscher, Annemarie","Simon, Ute",,,,,,,,,,,,"Haustiere",,,,,,,,,"Bad Rodach",,,,"HABA",,,,"[2016]","© 2016","1 Spiel (1 Haus = Schachtelboden, 1 Laufstrecke, 1 Haustür, 1 Startfeld, 1 Hundehütten-Karte, 4 Ablagepläne, 12 Gegenstandsplättchen, 4 Knochenplättchen, 18 Holzknochen, 8 Spielfiguren, 1 Würfel mit Knochen, 1 Spielanleitung) ;",,,"Spiel-Spaß-Kiste - spielen, puzzeln, vorlesen",,,,"Spielesammlung",,,,,,,,,,,,,,,,,"Brettspiel",,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","734472","III G 219",,,,,"Cathala, Bruno","Faidutti, Bruno","Dutrait, Vincent",,,,,,,,,,,"Raptor",,,,,,,,,"Friedberg",,,,"Pegasus Spiele",,,,"[2016]","© 2016","1 Spiel (1 10-teiliger Spielplan, 18 Aktionskarten, 1 Figur Raptormutter, 5 Figuren Raptorbaby, 10 figuren Forscher, 10 Feuermarker, 5 Narkosemarker,9 2-teilige Felsen, 2 Spielerbögen, 1 Spielanleitung) ;",,,,,,,"Strategiespiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Blau Spiele Raptor",,,,,,,,
"Stadtbibliothek Chemnitz","734463","I G 2",,,,,,,,,,,,,,,,,,"Kim Koala",,,,,,,,,"Dietzenbach","[ohne Angabe]",,,"Carletto","GAME FACTORY",,,"[2016]","[2016]","1 Spiel (4 Koalabärenkarten, 20 Kleiderkarten, 1 großer Musterwürfel, 1 großer Kleiderwürfel, 1 Spielanleitung) ;",,,,,,,"Suchspiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","734470","III G 213",,,,,"Redl, Florian","Kretzmann, Sandra",,,,,,,,,,,,"Ed, the Cat",,,,,,,,,"Kempen",,,,"moses",,,,"[2016]","© 2016","1 Spiel (81 Karten, 1 Spielanleitung) ;",,,,,,,"Kartenspiel",,,,,,,,,,,,,,,,"Kartenspiel",,,,"Blau Spiele Ed",,,,,,,,
"Stadtbibliothek Chemnitz","734467","II G 21",,,,,"Teubner, Marco","Vogt, Rolf",,,,,,,,,,,,"Kullerhexe",,,,,,,,,"Berlin",,,,"Drei Magier",,,,"[2016]",,"1 Spiel (1 Spielfeld, 1 Schachteleinsatz, 4 Schaumstoffblöcke, 4 Stecker, 8 Bäume, 24 Zielkarten, 20 Sterne inkl. 5 Ersatz, 108 Beeren-Chips, 5 große Wurzelkarten, 5 kleine Wurzelkarten, 1 Sanduhr, 1 Stoffbeutel, 1 Spielfigur Kullerhexe mit Hut, 1 Spielanleitung) ;",,,,,,,"Sammelspiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Rot Spiele Kulle",,,,,,,,
"Stadtbibliothek Chemnitz","734468","III G 213",,,,,"Jünemann, Matthias","Kappler, Lena",,,,,,,,,,,,"Länder toppen!",,,,,,,,,"Uehlfeld",,,,"DREI HASEN in DER ABENDSONNE",,,,"10/2016",,"1 Spiel (120 Länderkarten, 8 Jokerkarten, 6 Faltstreifen mit 6 Kategorien, 1 Spielanleitung) ;",,,,,,,"Quizspiel",,,,,,,,,,,,,,,,"Kartenspiel",,,,"Blau Spiele Länder",,,,,,,,
"Stadtbibliothek Chemnitz","734464","I G 2",,,,,"Rossi, Carlo A.","Faust, Christine",,,,,,,,,,,,"Drachenturm",,,,,,,,,"Bad Rodach",,,,"HABA",,,,"[2016]","© 2016","1 Spiel (1 Spielplan, 1 Turm, 4 Gerüst-Ebenen, 4 Schieber, 1 Balkonring, 1 Turmring mit Zimmer, 4 Balken, 12 Gefährten, 1 Prinzessin Zaffira, 1 Drache Tarax mit Felsen, 22 Bauplättche, 1 Spielplan) ;",,,,,,,"Geschicklichkeitsspiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","734473","I G 2",,,,,"Meister, Heinz Georg Wilhelm","Blaha, Marek",,,,,,,,,,,,"Ich glaub mein Schwein pfeift",,,,,,,,,"Bad Rodach",,,,"HABA",,,,"[2016]","© 2016","1 Spiel (1 3-teiliger Puzzlespielplan, 4 Schweinchen aus Holz, 6 Laufkarten, 16 Apfelplättchen, 1 Spielanleitung) ;",,,,,,,"Ratespiel",,,,,,,,,,,,,,,,"!209678925!Brettspiel",,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","734469","II G 21",,,,,"Zach, Lukas","Palm, Michael","Pätzke, Anne",,,,,,,,,,,"Zauberei hoch drei",,,,,,,,,"Friedberg",,,,"Pegasus Spiele",,,,"[2016]","© 2016","1 Spiel (1 Spielplan, 1 Zauberschule, 6 Zauberschüler, 1 Geist, 3 Würfel, 1 Geisteruhr, 18 Baumplättchen, 3 Zaubertränke, 3 Würfelzauber, 2 Spielanleitungen deutsch/englisch) ;",,,,,,,"Laufspiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Rot Spiele Zauber",,,,,,,,
"Stadtbibliothek Chemnitz","724087","I G 2",,,,,"Colovini, Leo","Menzel, Michael",,,,,,,,,,,,"Leo muss zum Friseur",,,,,,,,,"Dreieich",,,,"ABACUSSPIELE",,,,"[2016]","© 2016","1 Spiel (1 Spielfigur (Leo, gelb), 1 Weckerscheibe (mit Zeiger); 1 Leo-Puzzle (5-tlg. : 1x Gesicht, 4x Mähne), 2 Formplättchen (1x Leos Bett, 1x Bobos Friseurstuhl), 20 Karten (quadratisch, ""Bewegungskarte"" - Rückseite Tatze / Front: je 4x rot, blau, gelb, rosa, lila - je Farbe numm. 1-4), 30 Plättchen (quadratisch - Rückseite je 6x Wald, Lichtung, Palmen, Felsen, See / Front: numm. 0-5), 2 Anleitungen [DE, GB]) ;",,,,,,,"Memospiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","702693","I G 2",,,,,"Dorra, Stefan","Reindl, Manfred","Witt, Katja",,,,,,,,,,,"Dschungel Bande",,,,,,,,,"Stuttgart",,,,"KOSMOS",,,,"[2016]","© 2016","1 Spiel (4 Spielfiguren, 30 Tierkärtchen, 1 Würfel mit Auflklebern, 4 Spielermarker, 5 Freunde-Chips, 1 Schachteleinsatz, 1 zeiwiteiliger Spielplan, 1 Anleitung] ;",,,,,,,"Suchspiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","703678","I 148.7",,,,,,,,,,,,,,,,,,"Interpol ermittelt",,,,,,,,,"München",,,,"Grubbe Media GmbH",,,,"[2016]",,"1 Spiel (136 Karten, 1 Spielanleitung) ;",,,,,,,"Alter: ab 12 Jahren",,"9783197395869",,,,,,,,,,,,,,"Spiel",,,,"I 148.7 Int",,,,,,,,
"Stadtbibliothek Chemnitz","739222",,,,,,,,,,,,,,,,,,,"Mein zweisprachiges Aufdeckspiel, Obst und Gemüse, Deutsch-Kurdisch",,,,,,,,,,,,,,,,,"2016",,,,,,,,,,,"9783861216643",,,,,,,,,,,,,,,,,,,,,,,,,,
"Stadtbibliothek Chemnitz","731805","I G 2",,,,,"Rogasch, Tim","Haas, Cornelia",,,,,,,,,,,,"Hamsterbande",,,,,,,,,"Bad Rodach",,,,"HABA",,,,"[2016]","© 2016","1 Spiel (4 Hamster, 1 Igel, 1 Würfel, 12 Futterplättchen, 1 Spielplan mit Fahrstuhl, 1 Laufrad, 1 Lore, 1 Gondel, 14 Baumblätter, 1 Anleitung) ;",,,,,,,"Sammelspiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","698181","10.3",,,,,,,,,,,,"Landesverband Sächsischer Angler (Dresden)",,,,,,"Das Angel-Quiz-Spiel",,,,,,,,,"Dresden",,,,"Landesverband Sächsischer Angler",,,,"[2015]",,"1 Spiel (1 Angelbecken; 20 Fische; 4 Angeln; 32 Fragekarten) ;",,,,,,,"Quiz-Spiel. - für 2 bis 4 Spieler ab 6 Jahren",,,,,,,,,,,,,,,,,,,,"10.3/ 49",,,,,,,,
"Stadtbibliothek Chemnitz","701364","I 211",,,,,"Bösch, Holger",,,,,,,,,,,,,"Black stories",,,,"12th english edition",,,,,"Kempen",,,,"moses.",,,,"2015",,"1 Spiel (50 Karten, 1 Spielanleitung) ;",,,,,,,"For 2 or more players",,"9783897773646",,,,,,,,,,,,,,"Spiel",,,,"210 I 211 Bla",,,,,,,,
"Stadtbibliothek Chemnitz","702688","II G 21",,,,,,,,,,,,,,,,,,"Star Wars - Ligretto",,,,,,,,,"Berlin",,,,"Schmidt Spiele",,,,"[2015?]",,"1 Spiel (160 Karten, 1 Anleitung) ;",,,,,,,"Sammelspiel",,,,,,,,,,,,,,,,"Kartenspiel",,,,"Rot Spiele StarW",,,,,,,,
"Stadtbibliothek Chemnitz","702682","II G 21",,,,,"Knizia, Reiner","Harding, Nial","Brylewski, David",,,,,,,,,,,"Captain Black",,,,,,,,,"Ravensburg",,,,"Ravensburger",,,,"[2015]","© 2015","1 Spiel (1 mehrteiliges 3-D-Piratenschiff mit 16 Kunststofffeldern, 1 Steuerleiste, 4 Piratenfiguren mit Aufstellfüßen, 4 Matrosenfiguren, 1 weißer Würfel, 2 schwarze Würfel, 8 Werkzeuge, 28 Aufgabenplättchen, 21 Goldsäcke, 30 Goldmünzen, 3 Inselteile, 1 Felsenplättchen, 1 Captain Black Figur, 1 Anleitung) ;",,,,,,,"Batterien notwendig: 3x Typ AAA/LR3 - 1,5V. Der Batteriewechsel muss durch Erwachsenen ausgeführt werden. Hierfür ist ein Kreuzschlitzschraubendreher erforderlich.",,,,,,,,,,,,,,,,,"Brettspiel",,,"Rot Spiele Capta",,,,,,,,
